4.000000,0.000000,90.000000
4.000000,0.000000,90.000000
4.299500,-0.014988,95.729578
4.596008,-0.059800,101.459156
4.886561,-0.133991,107.188734
5.170178,-0.231705,109.460798
5.453039,-0.331654,109.460798
5.735900,-0.431602,109.460798
6.018761,-0.531551,109.460798
6.301621,-0.631499,109.460798
6.579418,-0.744437,114.985283
6.844559,-0.884526,120.714861
7.094390,-1.050386,126.444438
7.326415,-1.240358,132.174016
7.538315,-1.452546,137.903594
7.727973,-1.684828,143.633172
7.893494,-1.934883,149.362750
8.033224,-2.200214,155.092328
8.145767,-2.478169,160.821906
8.229999,-2.765971,166.551484
8.285078,-3.060745,172.281062
8.310453,-3.359544,178.010640
8.311819,-3.515180,180.983512
6.889599,-6.015549,229.635850
6.626957,-6.160272,235.365428
6.351180,-6.278050,241.095006
6.065022,-6.367709,246.824584
5.771343,-6.428352,252.554161
5.473076,-6.459372,258.283739
5.173203,-6.460461,264.013317
4.874157,-6.436852,269.742895
4.575294,-6.410766,275.472473
4.276430,-6.384679,281.202051
3.977566,-6.358592,286.931629
3.678703,-6.332506,292.661207
3.379839,-6.306419,298.390785
3.080975,-6.280332,301.750797
2.782112,-6.254246,301.750797
2.483248,-6.228159,301.750797
2.184384,-6.202073,301.750797
1.885521,-6.175986,301.750797
1.586657,-6.149899,301.750797
1.287793,-6.123813,301.750797
0.988930,-6.097726,301.750797
0.690066,-6.071640,301.750797
0.391202,-6.045553,301.750797
0.092339,-6.019466,301.750797
-0.206525,-5.993380,301.750797
-0.504243,-5.957320,301.750797
-0.796963,-5.892205,301.750797
-1.081721,-5.798192,301.750797
-1.355670,-5.676221,301.750797
-1.616073,-5.527510,302.032294
-1.860330,-5.353545,307.761872
-2.085998,-5.156064,313.491450
-2.290824,-4.937040,319.221028
-2.472761,-4.698662,324.950606
-2.629991,-4.443312,330.680184
-2.760942,-4.173540,336.409762
-2.864308,-3.892043,342.139340
-2.939054,-3.601633,347.868918
-2.984434,-3.305212,353.598495
-2.999995,-3.005741,359.328073
-2.985580,-2.706212,5.057651
-2.941335,-2.409619,10.787229
-2.867701,-2.118925,16.516807
-2.765413,-1.837035,22.246385
-2.635495,-1.566764,27.975963
-2.479244,-1.310814,33.705541
-2.298221,-1.071741,39.435119
-2.094234,-0.851935,45.164697
-1.869323,-0.653592,50.894275
-1.625735,-0.478693,56.623853
-1.365902,-0.328987,62.353431
-1.092422,-0.205968,68.083009
-0.808027,-0.110866,73.812587
-0.515558,-0.044632,79.542165
-0.217938,-0.007927,85.271743
-0.000000,0.000000,90.000000
0.000000,0.000000,90.000000
