0.000000, 0.000000, 90.000000
0.000000, 0.000000, 90.000000
0.259567, -0.012989, 95.729578
0.516540, -0.051827, 101.459156
0.768540, -0.115485, 105.891029
1.018604, -0.186675, 105.891029
1.268668, -0.257866, 105.891029
1.518732, -0.329056, 105.891029
1.768796, -0.400246, 105.891029
2.018859, -0.471436, 105.891029
2.268923, -0.542627, 105.891029
2.518987, -0.613817, 105.891029
2.769051, -0.685007, 105.891029
3.019115, -0.756197, 105.891029
3.269179, -0.827388, 105.891029
3.519243, -0.898578, 105.891029
3.769307, -0.969768, 105.891029
4.019371, -1.040958, 105.891029
4.269434, -1.112149, 105.891029
4.519498, -1.183339, 105.891029
4.769562, -1.254529, 105.891029
5.019626, -1.325719, 105.891029
5.269690, -1.396910, 105.891029
5.519754, -1.468100, 105.891029
5.769818, -1.539290, 105.891029
6.019882, -1.610480, 105.891029
6.269946, -1.681670, 105.891029
6.520009, -1.752861, 105.891029
6.770073, -1.824051, 105.891029
7.020137, -1.895241, 105.891029
7.270201, -1.966431, 105.891029
7.520265, -2.037622, 105.891029
7.770329, -2.108812, 105.891029
8.020393, -2.180002, 105.891029
8.270457, -2.251192, 105.891029
8.520521, -2.322383, 105.891029
8.770584, -2.393573, 105.891029
9.020648, -2.464763, 105.891029
9.270712, -2.535953, 105.891029
9.520776, -2.607144, 105.891029
9.770840, -2.678334, 105.891029
10.020904, -2.749524, 105.891029
10.270968, -2.820714, 105.891029
10.521032, -2.891905, 105.891029
10.771096, -2.963095, 105.891029
11.021159, -3.034285, 105.891029
11.271223, -3.105475, 105.891029
11.521287, -3.176666, 105.891029
11.771351, -3.247856, 105.891029
12.021415, -3.319046, 105.891029
12.271479, -3.390236, 105.891029
12.521543, -3.461427, 105.891029
12.771607, -3.532617, 105.891029
13.021671, -3.603807, 105.891029
13.271734, -3.674997, 105.891029
13.521798, -3.746188, 105.891029
13.771862, -3.817378, 105.891029
14.021926, -3.888568, 105.891029
14.271990, -3.959758, 105.891029
14.522054, -4.030949, 105.891029
14.770658, -4.106891, 109.434259
15.011114, -4.205504, 115.163837
15.240524, -4.327631, 120.893415
15.456595, -4.472050, 126.622993
15.657170, -4.637318, 132.352571
15.840242, -4.821785, 138.082149
16.003984, -5.023608, 143.811727
16.044521, -5.080611, 145.353177
16.044521, -5.080611, 71.471474
16.202774, -5.286765, 77.201052
16.380819, -5.476089, 82.930630
16.576874, -5.646694, 88.660208
16.788983, -5.796873, 94.389786
17.015024, -5.925126, 100.119364
17.252740, -6.030172, 105.848942
17.498993, -6.113463, 111.578520
17.746525, -6.193014, 117.308098
17.994056, -6.272564, 122.209871
18.241587, -6.352114, 122.209871
18.489119, -6.431664, 122.209871
18.736650, -6.511214, 122.209871
18.984181, -6.590765, 122.209871
19.231713, -6.670315, 122.209871
19.479244, -6.749865, 122.209871
19.726775, -6.829415, 122.209871
19.974307, -6.908966, 122.209871
20.221838, -6.988516, 122.209871
20.469369, -7.068066, 122.209871
20.716901, -7.147616, 122.209871
20.964432, -7.227167, 122.209871
21.211963, -7.306717, 122.209871
21.459495, -7.386267, 122.209871
21.707026, -7.465817, 122.209871
21.954557, -7.545368, 122.209871
22.202089, -7.624918, 122.209871
22.449620, -7.704468, 122.209871
22.697151, -7.784018, 122.209871
22.944682, -7.863569, 122.209871
23.192214, -7.943119, 122.209871
23.439745, -8.022669, 122.209871
23.687276, -8.102219, 122.209871
23.934808, -8.181770, 122.209871
24.182339, -8.261320, 122.209871
24.429870, -8.340870, 122.209871
24.677402, -8.420420, 122.209871
24.924933, -8.499971, 122.209871
25.172464, -8.579521, 122.209871
25.419996, -8.659071, 122.209871
25.667527, -8.738621, 122.209871
25.915058, -8.818172, 122.209871
26.162590, -8.897722, 122.209871
26.410121, -8.977272, 122.209871
26.657652, -9.056822, 122.209871
26.905184, -9.136373, 122.209871
27.152715, -9.215923, 122.209871
27.400246, -9.295473, 122.209871
27.647778, -9.375023, 122.209871
27.895309, -9.454574, 122.209871
28.142840, -9.534124, 122.209871
28.390372, -9.613674, 122.209871
28.637903, -9.693224, 122.209871
28.885434, -9.772775, 117.921315
29.132966, -9.852325, 112.191737
29.382359, -9.925573, 106.462159
29.637581, -9.974617, 100.732581
29.896424, -9.997936, 95.003003
30.000000, -10.000000, 90.000000
30.000000, -10.000000, 90.000000
